Case ID,Activity,Complete Timestamp,Variant,Variant index
Case 6,Activity F,1970/01/01 17:00:00.000,Variant 1,1
Case 7,Activity A,1970/01/01 09:00:00.000,Variant 2,2
Case 7,Activity B,1970/01/01 10:00:00.000,Variant 2,2
Case 7,Activity C,1970/01/01 11:00:00.000,Variant 2,2
Case 7,Activity D,1970/01/01 12:00:00.000,Variant 2,2
Case 7,Activity E,1970/01/01 13:00:00.000,Variant 2,2
Case 7,Activity G,1970/01/01 14:00:00.000,Variant 2,2
Case 7,Activity M,1970/01/01 14:00:00.000,Variant 2,2
Case 7,Activity K,1970/01/01 14:00:00.000,Variant 2,2
Case 7,Activity J,1970/01/01 15:00:00.000,Variant 2,2
Case 7,Activity I,1970/01/01 15:00:00.000,Variant 2,2
Case 7,Activity N,1970/01/01 15:00:00.000,Variant 2,2
Case 7,Activity L,1970/01/01 15:00:00.000,Variant 2,2
Case 7,Activity H,1970/01/01 16:00:00.000,Variant 2,2
Case 7,Activity F,1970/01/01 17:00:00.000,Variant 2,2
Case 8,Activity A,1970/01/01 09:00:00.000,Variant 3,3
Case 8,Activity B,1970/01/01 10:00:00.000,Variant 3,3
Case 8,Activity C,1970/01/01 11:00:00.000,Variant 3,3
Case 8,Activity D,1970/01/01 12:00:00.000,Variant 3,3
Case 8,Activity E,1970/01/01 13:00:00.000,Variant 3,3
Case 8,Activity K,1970/01/01 14:00:00.000,Variant 3,3
Case 8,Activity M,1970/01/01 14:00:00.000,Variant 3,3
Case 8,Activity G,1970/01/01 14:00:00.000,Variant 3,3
Case 8,Activity L,1970/01/01 15:00:00.000,Variant 3,3
Case 8,Activity N,1970/01/01 15:00:00.000,Variant 3,3
Case 8,Activity I,1970/01/01 15:00:00.000,Variant 3,3
Case 8,Activity J,1970/01/01 15:00:00.000,Variant 3,3
Case 8,Activity H,1970/01/01 16:00:00.000,Variant 3,3
Case 8,Activity F,1970/01/01 17:00:00.000,Variant 3,3
Case 9,Activity A,1970/01/01 09:00:00.000,Variant 1,1
Case 9,Activity B,1970/01/01 10:00:00.000,Variant 1,1
Case 9,Activity C,1970/01/01 11:00:00.000,Variant 1,1
Case 9,Activity D,1970/01/01 12:00:00.000,Variant 1,1
Case 9,Activity E,1970/01/01 13:00:00.000,Variant 1,1
Case 9,Activity M,1970/01/01 14:00:00.000,Variant 1,1
Case 9,Activity K,1970/01/01 14:00:00.000,Variant 1,1
Case 9,Activity G,1970/01/01 14:00:00.000,Variant 1,1
Case 9,Activity N,1970/01/01 15:00:00.000,Variant 1,1
Case 9,Activity L,1970/01/01 15:00:00.000,Variant 1,1
Case 9,Activity J,1970/01/01 15:00:00.000,Variant 1,1
Case 9,Activity I,1970/01/01 15:00:00.000,Variant 1,1
Case 9,Activity H,1970/01/01 16:00:00.000,Variant 1,1
Case 9,Activity F,1970/01/01 17:00:00.000,Variant 1,1
Case 10,Activity A,1970/01/01 09:00:00.000,Variant 7,7
Case 10,Activity B,1970/01/01 10:00:00.000,Variant 7,7
Case 10,Activity C,1970/01/01 11:00:00.000,Variant 7,7
Case 10,Activity D,1970/01/01 12:00:00.000,Variant 7,7
Case 10,Activity E,1970/01/01 13:00:00.000,Variant 7,7
Case 10,Activity K,1970/01/01 14:00:00.000,Variant 7,7
Case 10,Activity G,1970/01/01 14:00:00.000,Variant 7,7
Case 10,Activity M,1970/01/01 14:00:00.000,Variant 7,7
Case 10,Activity L,1970/01/01 15:00:00.000,Variant 7,7
Case 10,Activity I,1970/01/01 15:00:00.000,Variant 7,7
Case 10,Activity J,1970/01/01 15:00:00.000,Variant 7,7
Case 10,Activity N,1970/01/01 15:00:00.000,Variant 7,7
Case 10,Activity H,1970/01/01 16:00:00.000,Variant 7,7
Case 10,Activity F,1970/01/01 17:00:00.000,Variant 7,7
Case 11,Activity A,1970/01/01 09:00:00.000,Variant 3,3
Case 11,Activity B,1970/01/01 10:00:00.000,Variant 3,3
Case 11,Activity C,1970/01/01 11:00:00.000,Variant 3,3
Case 11,Activity D,1970/01/01 12:00:00.000,Variant 3,3
Case 11,Activity E,1970/01/01 13:00:00.000,Variant 3,3
Case 11,Activity K,1970/01/01 14:00:00.000,Variant 3,3
Case 11,Activity M,1970/01/01 14:00:00.000,Variant 3,3
Case 11,Activity G,1970/01/01 14:00:00.000,Variant 3,3
Case 11,Activity L,1970/01/01 15:00:00.000,Variant 3,3
Case 11,Activity N,1970/01/01 15:00:00.000,Variant 3,3
Case 11,Activity I,1970/01/01 15:00:00.000,Variant 3,3
Case 11,Activity J,1970/01/01 15:00:00.000,Variant 3,3
Case 11,Activity H,1970/01/01 16:00:00.000,Variant 3,3
Case 11,Activity F,1970/01/01 17:00:00.000,Variant 3,3
Case 12,Activity A,1970/01/01 09:00:00.000,Variant 9,9
Case 12,Activity B,1970/01/01 10:00:00.000,Variant 9,9
Case 12,Activity C,1970/01/01 11:00:00.000,Variant 9,9
Case 12,Activity D,1970/01/01 12:00:00.000,Variant 9,9
Case 12,Activity E,1970/01/01 13:00:00.000,Variant 9,9
Case 12,Activity K,1970/01/01 14:00:00.000,Variant 9,9
Case 12,Activity M,1970/01/01 14:00:00.000,Variant 9,9
Case 12,Activity G,1970/01/01 14:00:00.000,Variant 9,9
Case 12,Activity L,1970/01/01 15:00:00.000,Variant 9,9
Case 12,Activity N,1970/01/01 15:00:00.000,Variant 9,9
Case 12,Activity J,1970/01/01 15:00:00.000,Variant 9,9
Case 12,Activity I,1970/01/01 15:00:00.000,Variant 9,9
Case 12,Activity H,1970/01/01 16:00:00.000,Variant 9,9
Case 12,Activity F,1970/01/01 17:00:00.000,Variant 9,9
Case 13,Activity A,1970/01/01 09:00:00.000,Variant 5,5
Case 13,Activity B,1970/01/01 10:00:00.000,Variant 5,5
Case 13,Activity C,1970/01/01 11:00:00.000,Variant 5,5
Case 13,Activity D,1970/01/01 12:00:00.000,Variant 5,5
Case 13,Activity E,1970/01/01 13:00:00.000,Variant 5,5
Case 13,Activity G,1970/01/01 14:00:00.000,Variant 5,5
Case 13,Activity K,1970/01/01 14:00:00.000,Variant 5,5
Case 13,Activity M,1970/01/01 14:00:00.000,Variant 5,5
Case 13,Activity J,1970/01/01 15:00:00.000,Variant 5,5
Case 13,Activity I,1970/01/01 15:00:00.000,Variant 5,5
Case 13,Activity L,1970/01/01 15:00:00.000,Variant 5,5
Case 13,Activity N,1970/01/01 15:00:00.000,Variant 5,5
Case 13,Activity H,1970/01/01 16:00:00.000,Variant 5,5
Case 13,Activity F,1970/01/01 17:00:00.000,Variant 5,5
Case 14,Activity A,1970/01/01 09:00:00.000,Variant 5,5
Case 14,Activity B,1970/01/01 10:00:00.000,Variant 5,5
Case 14,Activity C,1970/01/01 11:00:00.000,Variant 5,5
Case 14,Activity D,1970/01/01 12:00:00.000,Variant 5,5
Case 14,Activity E,1970/01/01 13:00:00.000,Variant 5,5
Case 14,Activity G,1970/01/01 14:00:00.000,Variant 5,5
Case 14,Activity K,1970/01/01 14:00:00.000,Variant 5,5
Case 14,Activity M,1970/01/01 14:00:00.000,Variant 5,5
Case 14,Activity J,1970/01/01 15:00:00.000,Variant 5,5
Case 14,Activity I,1970/01/01 15:00:00.000,Variant 5,5
Case 14,Activity L,1970/01/01 15:00:00.000,Variant 5,5
Case 14,Activity N,1970/01/01 15:00:00.000,Variant 5,5
Case 14,Activity H,1970/01/01 16:00:00.000,Variant 5,5
Case 14,Activity F,1970/01/01 17:00:00.000,Variant 5,5
Case 15,Activity A,1970/01/01 09:00:00.000,Variant 7,7
Case 15,Activity B,1970/01/01 10:00:00.000,Variant 7,7
Case 15,Activity C,1970/01/01 11:00:00.000,Variant 7,7
Case 15,Activity D,1970/01/01 12:00:00.000,Variant 7,7
Case 15,Activity E,1970/01/01 13:00:00.000,Variant 7,7
Case 15,Activity K,1970/01/01 14:00:00.000,Variant 7,7
Case 15,Activity G,1970/01/01 14:00:00.000,Variant 7,7
Case 15,Activity M,1970/01/01 14:00:00.000,Variant 7,7
Case 15,Activity L,1970/01/01 15:00:00.000,Variant 7,7
Case 15,Activity I,1970/01/01 15:00:00.000,Variant 7,7
Case 15,Activity J,1970/01/01 15:00:00.000,Variant 7,7
Case 15,Activity N,1970/01/01 15:00:00.000,Variant 7,7
Case 15,Activity H,1970/01/01 16:00:00.000,Variant 7,7
Case 15,Activity F,1970/01/01 17:00:00.000,Variant 7,7
Case 16,Activity A,1970/01/01 09:00:00.000,Variant 11,11
Case 16,Activity B,1970/01/01 10:00:00.000,Variant 11,11
Case 16,Activity C,1970/01/01 11:00:00.000,Variant 11,11
Case 16,Activity D,1970/01/01 12:00:00.000,Variant 11,11
Case 16,Activity E,1970/01/01 13:00:00.000,Variant 11,11
Case 16,Activity M,1970/01/01 14:00:00.000,Variant 11,11
Case 16,Activity G,1970/01/01 14:00:00.000,Variant 11,11
Case 16,Activity K,1970/01/01 14:00:00.000,Variant 11,11
Case 16,Activity N,1970/01/01 15:00:00.000,Variant 11,11
Case 16,Activity I,1970/01/01 15:00:00.000,Variant 11,11
Case 16,Activity J,1970/01/01 15:00:00.000,Variant 11,11
Case 16,Activity L,1970/01/01 15:00:00.000,Variant 11,11
Case 16,Activity H,1970/01/01 16:00:00.000,Variant 11,11
Case 16,Activity F,1970/01/01 17:00:00.000,Variant 11,11
Case 17,Activity A,1970/01/01 09:00:00.000,Variant 5,5
Case 17,Activity B,1970/01/01 10:00:00.000,Variant 5,5
Case 17,Activity C,1970/01/01 11:00:00.000,Variant 5,5
Case 17,Activity D,1970/01/01 12:00:00.000,Variant 5,5
Case 17,Activity E,1970/01/01 13:00:00.000,Variant 5,5
Case 17,Activity G,1970/01/01 14:00:00.000,Variant 5,5
Case 17,Activity K,1970/01/01 14:00:00.000,Variant 5,5
Case 17,Activity M,1970/01/01 14:00:00.000,Variant 5,5
Case 17,Activity J,1970/01/01 15:00:00.000,Variant 5,5
Case 17,Activity I,1970/01/01 15:00:00.000,Variant 5,5
Case 17,Activity L,1970/01/01 15:00:00.000,Variant 5,5
Case 17,Activity N,1970/01/01 15:00:00.000,Variant 5,5
Case 17,Activity H,1970/01/01 16:00:00.000,Variant 5,5
Case 17,Activity F,1970/01/01 17:00:00.000,Variant 5,5
Case 18,Activity A,1970/01/01 09:00:00.000,Variant 2,2
Case 18,Activity B,1970/01/01 10:00:00.000,Variant 2,2
Case 18,Activity C,1970/01/01 11:00:00.000,Variant 2,2
Case 18,Activity D,1970/01/01 12:00:00.000,Variant 2,2
Case 18,Activity E,1970/01/01 13:00:00.000,Variant 2,2
Case 18,Activity G,1970/01/01 14:00:00.000,Variant 2,2
Case 18,Activity M,1970/01/01 14:00:00.000,Variant 2,2
Case 18,Activity K,1970/01/01 14:00:00.000,Variant 2,2
Case 18,Activity J,1970/01/01 15:00:00.000,Variant 2,2
Case 18,Activity I,1970/01/01 15:00:00.000,Variant 2,2
Case 18,Activity N,1970/01/01 15:00:00.000,Variant 2,2
Case 18,Activity L,1970/01/01 15:00:00.000,Variant 2,2
Case 18,Activity H,1970/01/01 16:00:00.000,Variant 2,2
Case 18,Activity F,1970/01/01 17:00:00.000,Variant 2,2
Case 19,Activity A,1970/01/01 09:00:00.000,Variant 1,1
Case 19,Activity B,1970/01/01 10:00:00.000,Variant 1,1
Case 19,Activity C,1970/01/01 11:00:00.000,Variant 1,1
Case 19,Activity D,1970/01/01 12:00:00.000,Variant 1,1
Case 19,Activity E,1970/01/01 13:00:00.000,Variant 1,1
Case 19,Activity M,1970/01/01 14:00:00.000,Variant 1,1
Case 19,Activity K,1970/01/01 14:00:00.000,Variant 1,1
Case 19,Activity G,1970/01/01 14:00:00.000,Variant 1,1
Case 19,Activity N,1970/01/01 15:00:00.000,Variant 1,1
Case 19,Activity L,1970/01/01 15:00:00.000,Variant 1,1
Case 19,Activity J,1970/01/01 15:00:00.000,Variant 1,1
Case 19,Activity I,1970/01/01 15:00:00.000,Variant 1,1
Case 19,Activity H,1970/01/01 16:00:00.000,Variant 1,1
Case 19,Activity F,1970/01/01 17:00:00.000,Variant 1,1
Case 20,Activity A,1970/01/01 09:00:00.000,Variant 2,2
Case 20,Activity B,1970/01/01 10:00:00.000,Variant 2,2
Case 20,Activity C,1970/01/01 11:00:00.000,Variant 2,2
Case 20,Activity D,1970/01/01 12:00:00.000,Variant 2,2
Case 20,Activity E,1970/01/01 13:00:00.000,Variant 2,2
Case 20,Activity G,1970/01/01 14:00:00.000,Variant 2,2
Case 20,Activity M,1970/01/01 14:00:00.000,Variant 2,2
Case 20,Activity K,1970/01/01 14:00:00.000,Variant 2,2
Case 20,Activity J,1970/01/01 15:00:00.000,Variant 2,2
Case 20,Activity I,1970/01/01 15:00:00.000,Variant 2,2
Case 20,Activity N,1970/01/01 15:00:00.000,Variant 2,2
Case 20,Activity L,1970/01/01 15:00:00.000,Variant 2,2
Case 20,Activity H,1970/01/01 16:00:00.000,Variant 2,2
Case 20,Activity F,1970/01/01 17:00:00.000,Variant 2,2
Case 21,Activity A,1970/01/01 09:00:00.000,Variant 4,4
Case 21,Activity B,1970/01/01 10:00:00.000,Variant 4,4
Case 21,Activity C,1970/01/01 11:00:00.000,Variant 4,4
Case 21,Activity D,1970/01/01 12:00:00.000,Variant 4,4
Case 21,Activity E,1970/01/01 13:00:00.000,Variant 4,4
Case 21,Activity M,1970/01/01 14:00:00.000,Variant 4,4
Case 21,Activity K,1970/01/01 14:00:00.000,Variant 4,4
Case 21,Activity G,1970/01/01 14:00:00.000,Variant 4,4
Case 21,Activity N,1970/01/01 15:00:00.000,Variant 4,4
Case 21,Activity L,1970/01/01 15:00:00.000,Variant 4,4
Case 21,Activity I,1970/01/01 15:00:00.000,Variant 4,4
Case 21,Activity J,1970/01/01 15:00:00.000,Variant 4,4
Case 21,Activity H,1970/01/01 16:00:00.000,Variant 4,4
Case 21,Activity F,1970/01/01 17:00:00.000,Variant 4,4
Case 22,Activity A,1970/01/01 09:00:00.000,Variant 7,7
Case 22,Activity B,1970/01/01 10:00:00.000,Variant 7,7
Case 22,Activity C,1970/01/01 11:00:00.000,Variant 7,7
Case 22,Activity D,1970/01/01 12:00:00.000,Variant 7,7
Case 22,Activity E,1970/01/01 13:00:00.000,Variant 7,7
Case 22,Activity K,1970/01/01 14:00:00.000,Variant 7,7
Case 22,Activity G,1970/01/01 14:00:00.000,Variant 7,7
Case 22,Activity M,1970/01/01 14:00:00.000,Variant 7,7
Case 22,Activity L,1970/01/01 15:00:00.000,Variant 7,7
Case 22,Activity I,1970/01/01 15:00:00.000,Variant 7,7
Case 22,Activity J,1970/01/01 15:00:00.000,Variant 7,7
Case 22,Activity N,1970/01/01 15:00:00.000,Variant 7,7
Case 22,Activity H,1970/01/01 16:00:00.000,Variant 7,7
Case 22,Activity F,1970/01/01 17:00:00.000,Variant 7,7
Case 23,Activity A,1970/01/01 09:00:00.000,Variant 2,2
Case 23,Activity B,1970/01/01 10:00:00.000,Variant 2,2
Case 23,Activity C,1970/01/01 11:00:00.000,Variant 2,2
Case 23,Activity D,1970/01/01 12:00:00.000,Variant 2,2
Case 23,Activity E,1970/01/01 13:00:00.000,Variant 2,2
Case 23,Activity G,1970/01/01 14:00:00.000,Variant 2,2
Case 23,Activity M,1970/01/01 14:00:00.000,Variant 2,2
Case 23,Activity K,1970/01/01 14:00:00.000,Variant 2,2
Case 23,Activity J,1970/01/01 15:00:00.000,Variant 2,2
Case 23,Activity I,1970/01/01 15:00:00.000,Variant 2,2
Case 23,Activity N,1970/01/01 15:00:00.000,Variant 2,2
Case 23,Activity L,1970/01/01 15:00:00.000,Variant 2,2
Case 23,Activity H,1970/01/01 16:00:00.000,Variant 2,2
Case 23,Activity F,1970/01/01 17:00:00.000,Variant 2,2
Case 24,Activity A,1970/01/01 09:00:00.000,Variant 5,5
Case 24,Activity B,1970/01/01 10:00:00.000,Variant 5,5
Case 24,Activity C,1970/01/01 11:00:00.000,Variant 5,5
Case 24,Activity D,1970/01/01 12:00:00.000,Variant 5,5
Case 24,Activity E,1970/01/01 13:00:00.000,Variant 5,5
Case 24,Activity G,1970/01/01 14:00:00.000,Variant 5,5
Case 24,Activity K,1970/01/01 14:00:00.000,Variant 5,5
Case 24,Activity M,1970/01/01 14:00:00.000,Variant 5,5
Case 24,Activity J,1970/01/01 15:00:00.000,Variant 5,5
Case 24,Activity I,1970/01/01 15:00:00.000,Variant 5,5
Case 24,Activity L,1970/01/01 15:00:00.000,Variant 5,5
Case 24,Activity N,1970/01/01 15:00:00.000,Variant 5,5
Case 24,Activity H,1970/01/01 16:00:00.000,Variant 5,5
Case 24,Activity F,1970/01/01 17:00:00.000,Variant 5,5
Case 25,Activity A,1970/01/01 09:00:00.000,Variant 8,8
Case 25,Activity B,1970/01/01 10:00:00.000,Variant 8,8
Case 25,Activity C,1970/01/01 11:00:00.000,Variant 8,8
Case 25,Activity D,1970/01/01 12:00:00.000,Variant 8,8
Case 25,Activity E,1970/01/01 13:00:00.000,Variant 8,8
Case 25,Activity M,1970/01/01 14:00:00.000,Variant 8,8
Case 25,Activity G,1970/01/01 14:00:00.000,Variant 8,8
Case 25,Activity K,1970/01/01 14:00:00.000,Variant 8,8
Case 25,Activity N,1970/01/01 15:00:00.000,Variant 8,8
Case 25,Activity J,1970/01/01 15:00:00.000,Variant 8,8
Case 25,Activity I,1970/01/01 15:00:00.000,Variant 8,8
Case 25,Activity L,1970/01/01 15:00:00.000,Variant 8,8
Case 25,Activity H,1970/01/01 16:00:00.000,Variant 8,8
Case 25,Activity F,1970/01/01 17:00:00.000,Variant 8,8
Case 26,Activity A,1970/01/01 09:00:00.000,Variant 10,10
Case 26,Activity B,1970/01/01 10:00:00.000,Variant 10,10
Case 26,Activity C,1970/01/01 11:00:00.000,Variant 10,10
Case 26,Activity D,1970/01/01 12:00:00.000,Variant 10,10
Case 26,Activity E,1970/01/01 13:00:00.000,Variant 10,10
Case 26,Activity K,1970/01/01 14:00:00.000,Variant 10,10
Case 26,Activity G,1970/01/01 14:00:00.000,Variant 10,10
Case 26,Activity M,1970/01/01 14:00:00.000,Variant 10,10
Case 26,Activity L,1970/01/01 15:00:00.000,Variant 10,10
Case 26,Activity J,1970/01/01 15:00:00.000,Variant 10,10
Case 26,Activity I,1970/01/01 15:00:00.000,Variant 10,10
Case 26,Activity N,1970/01/01 15:00:00.000,Variant 10,10
Case 26,Activity H,1970/01/01 16:00:00.000,Variant 10,10
Case 26,Activity F,1970/01/01 17:00:00.000,Variant 10,10
Case 27,Activity A,1970/01/01 09:00:00.000,Variant 12,12
Case 27,Activity B,1970/01/01 10:00:00.000,Variant 12,12
Case 27,Activity C,1970/01/01 11:00:00.000,Variant 12,12
Case 27,Activity D,1970/01/01 12:00:00.000,Variant 12,12
Case 27,Activity E,1970/01/01 13:00:00.000,Variant 12,12
Case 27,Activity G,1970/01/01 14:00:00.000,Variant 12,12
Case 27,Activity K,1970/01/01 14:00:00.000,Variant 12,12
Case 27,Activity M,1970/01/01 14:00:00.000,Variant 12,12
Case 27,Activity I,1970/01/01 15:00:00.000,Variant 12,12
Case 27,Activity J,1970/01/01 15:00:00.000,Variant 12,12
Case 27,Activity L,1970/01/01 15:00:00.000,Variant 12,12
Case 27,Activity N,1970/01/01 15:00:00.000,Variant 12,12
Case 27,Activity H,1970/01/01 16:00:00.000,Variant 12,12
Case 27,Activity F,1970/01/01 17:00:00.000,Variant 12,12
Case 28,Activity A,1970/01/01 09:00:00.000,Variant 9,9
Case 28,Activity B,1970/01/01 10:00:00.000,Variant 9,9
Case 28,Activity C,1970/01/01 11:00:00.000,Variant 9,9
Case 28,Activity D,1970/01/01 12:00:00.000,Variant 9,9
Case 28,Activity E,1970/01/01 13:00:00.000,Variant 9,9
Case 28,Activity K,1970/01/01 14:00:00.000,Variant 9,9
Case 28,Activity M,1970/01/01 14:00:00.000,Variant 9,9
Case 28,Activity G,1970/01/01 14:00:00.000,Variant 9,9
Case 28,Activity L,1970/01/01 15:00:00.000,Variant 9,9
Case 28,Activity N,1970/01/01 15:00:00.000,Variant 9,9
Case 28,Activity J,1970/01/01 15:00:00.000,Variant 9,9
Case 28,Activity I,1970/01/01 15:00:00.000,Variant 9,9
Case 28,Activity H,1970/01/01 16:00:00.000,Variant 9,9
Case 28,Activity F,1970/01/01 17:00:00.000,Variant 9,9
Case 29,Activity A,1970/01/01 09:00:00.000,Variant 2,2
Case 29,Activity B,1970/01/01 10:00:00.000,Variant 2,2
Case 29,Activity C,1970/01/01 11:00:00.000,Variant 2,2
Case 29,Activity D,1970/01/01 12:00:00.000,Variant 2,2
Case 29,Activity E,1970/01/01 13:00:00.000,Variant 2,2
Case 29,Activity G,1970/01/01 14:00:00.000,Variant 2,2
Case 29,Activity M,1970/01/01 14:00:00.000,Variant 2,2
Case 29,Activity K,1970/01/01 14:00:00.000,Variant 2,2
Case 29,Activity J,1970/01/01 15:00:00.000,Variant 2,2
Case 29,Activity I,1970/01/01 15:00:00.000,Variant 2,2
Case 29,Activity N,1970/01/01 15:00:00.000,Variant 2,2
Case 29,Activity L,1970/01/01 15:00:00.000,Variant 2,2
Case 29,Activity H,1970/01/01 16:00:00.000,Variant 2,2
Case 29,Activity F,1970/01/01 17:00:00.000,Variant 2,2
Case 30,Activity A,1970/01/01 09:00:00.000,Variant 6,6
Case 30,Activity B,1970/01/01 10:00:00.000,Variant 6,6
Case 30,Activity C,1970/01/01 11:00:00.000,Variant 6,6
Case 30,Activity D,1970/01/01 12:00:00.000,Variant 6,6
Case 30,Activity E,1970/01/01 13:00:00.000,Variant 6,6
Case 30,Activity G,1970/01/01 14:00:00.000,Variant 6,6
Case 30,Activity M,1970/01/01 14:00:00.000,Variant 6,6
Case 30,Activity K,1970/01/01 14:00:00.000,Variant 6,6
Case 30,Activity I,1970/01/01 15:00:00.000,Variant 6,6
Case 30,Activity J,1970/01/01 15:00:00.000,Variant 6,6
Case 30,Activity N,1970/01/01 15:00:00.000,Variant 6,6
Case 30,Activity L,1970/01/01 15:00:00.000,Variant 6,6
Case 30,Activity H,1970/01/01 16:00:00.000,Variant 6,6
Case 30,Activity F,1970/01/01 17:00:00.000,Variant 6,6
Case 31,Activity A,1970/01/01 09:00:00.000,Variant 10,10
Case 31,Activity B,1970/01/01 10:00:00.000,Variant 10,10
